"total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","distance","instrument","treat","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other","respond","total_expenditure_obs"
3000,2500,0,24,NA,1,2,4,0,0.833333333333333,0,0,3,15,3.33333333333333,2.57142857142857,4,2,4,2,2.6,2,200,NA,1,0,3.2,0.1,49,0,0,0,1,70,1,1,FALSE,NA,NA,NA,1028,NA,NA,NA,2,2,0,1,3,12,0,0,0,0,0,5,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
2500,2000,0,56,NA,1,2,3,0,0,0,0,0,0,2.83333333333333,0,4,2,4,4,3.2,3,100,NA,0,0,3.2,0.1,29,1,0,0,1,75,0,1,FALSE,20,NA,NA,1027,NA,NA,NA,2,1,0,1,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
8000,6000,500,56,0,1,1,3,0,0.5,1,0,5,17.1,3.33333333333333,1.85714285714286,4,4,4,4,4,4,200,NA,1,1,3.8,0.8,35,1,1,0,1,25,1,0,TRUE,NA,5,7.33333333333333,1028,7.33333333333333,7.66666666666667,7.66666666666667,2,2,1,1,2,12,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8000
3000,2500,200,24,NA,1,2,4,0,1.33333333333333,0,0,2,14,2.83333333333333,3.14285714285714,4,4,4,4,3.4,4,200,NA,1,0,3.4,0,60,0,0,0,1,25,0,0,TRUE,15,NA,NA,1028,NA,NA,NA,2,2,0,1,2,10,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
5000,3500,0,52,0,1,1,4,0,0,0,0,3,18,3.16666666666667,2.14285714285714,2,2,4,5,3.6,4,200,NA,1,1,3.2,0.3,26,1,1,0,1,35,0,1,FALSE,30,4,8,1027,8,6.66666666666667,8.33333333333333,2,2,0,1,2,12,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,3000,0,56,NA,1,1,5,0,0,0,0,0,0,2.33333333333333,1.42857142857143,4,4,4,4,3.8,3,50,NA,0,1,4,0,59,0,0,0,1,28,1,0,FALSE,NA,NA,NA,1029,NA,NA,NA,1,2,0,2,1,8,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,1500,0,84,100,1,2,3,0,0.166666666666667,0,0.5,2,6,3.16666666666667,0,4,4,4,4,3.6,4,0,NA,0,0,3.2,0.1,30,1,1,0,1,60,1,0,TRUE,NA,20,9,1029,9,6.66666666666667,6,3,4,0,1,2,9,0,1,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2000,300,0,NA,0,0,0,0,0.5,1,0,3,9,2.83333333333333,2.57142857142857,5,5,5,5,4.4,5,0,NA,0,0,4,0.2,56,0,0,0,1,35,1,0,FALSE,NA,NA,NA,1029,NA,NA,NA,3,2,0,2,1,9,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
12000,4000,0,54,0,1,4,4,0,0,0,0,5,14,5,1.42857142857143,4,4,4,4,3.6,4,100,NA,1,1,3.6,0,23,1,1,1,0,65,1,1,FALSE,35,1,6,1030,6,8.66666666666667,7.66666666666667,8,4,1,1,4,12,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12000
4000,3000,50,75,NA,1,4,7,0,0,0,0,1,0.3,2.33333333333333,1.42857142857143,1,2,2,1,1.4,3,50,NA,0,1,3.2,0.1,46,0,0,0,1,50,1,0,FALSE,1,NA,NA,1031,NA,NA,NA,2,2,0,1,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3000,1500,0,50,NA,1,2,3,0,0.166666666666667,0,0,0,0,2.5,0,4,4,4,4,3.8,3,0,NA,0,0,3.2,0.1,30,1,0,0,1,35,1,1,FALSE,20,NA,NA,1031,NA,NA,NA,3,2,0,1,0,9,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,3500,500,75,0,1,3,4,0,0.166666666666667,0.5,0,1,4,3,1.42857142857143,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,25,1,0,1,0,28,0,0,FALSE,5,0.41,9.33333333333333,1031,9.33333333333333,5.66666666666667,6.33333333333333,3,4,0,1,1,9,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,4000,50,0,NA,0,0,0,0,1,0,0,1,1,2.83333333333333,1.42857142857143,4,4,4,4,3.4,4,20,NA,0,0,4,0,58,0,0,1,0,32,0,0,FALSE,20,NA,NA,1031,NA,NA,NA,2,2,0,1,2,10,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7000,5000,0,100,250,1,3,4,0,0.166666666666667,0,0,4,7,3,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,22,1,1,0,1,25,0,0,FALSE,30,3,9.33333333333333,1031,9.33333333333333,5.33333333333333,6,3,4,0,1,1,9,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
6000,5000,150,84,0,1,2,2,0,0,0,0,6,6.2,4,2.42857142857143,4,4,4,4,3.6,4,150,NA,0,1,3.6,0.2,27,1,1,0,1,19,1,1,TRUE,15,0.67,12.6666666666667,1076,12.6666666666667,3.66666666666667,5.66666666666667,6,2,0,2,4,10,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6000
10000,8000,0,140,NA,1,2,5,0,0,0,0,1,3,4.33333333333333,2.85714285714286,4,4,4,2,3.2,3,150,NA,0,1,3.8,0.2,35,1,0,0,1,40,1,1,FALSE,10,NA,NA,1076,NA,NA,NA,8,2,0,2,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
15000,10000,0,112,NA,1,4,5,0,0,0,0,1,0.1,3.66666666666667,2.85714285714286,4,4,4,1,3,3,100,NA,0,0,3.8,0.4,53,0,0,0,1,30,1,1,TRUE,40,NA,NA,1076,NA,NA,NA,4,2,0,2,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
10000,7000,600,112,0,1,4,6,0,0.833333333333333,0,0,12,18,4.33333333333333,2.28571428571429,2,4,4,4,3.2,4,100,NA,0,1,4.6,0.5,25,1,1,0,1,30,1,1,TRUE,20,0.67,15,1076,15,7,10,8,2,0,2,4,10,3,0,0,2,0,0,3,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,10000
5000,4000,0,112,NA,1,2,5,0,0,0,0,0,0,5.16666666666667,2.85714285714286,4,4,3,2,3,3,50,NA,0,0,3.6,0,46,0,0,1,0,40,1,1,FALSE,18,NA,NA,1076,NA,NA,NA,6,3,0,2,4,16,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2500,0,56,NA,1,4,4,0,0,0,0,1,0.1,4,2,4,4,4,3,3.4,3,50,NA,0,1,3.2,0,46,0,0,1,0,42,1,1,FALSE,15,NA,NA,1076,NA,NA,NA,6,2,0,2,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
5000,4000,0,54,0,1,2,3,0,0,0,0,3,14,2.83333333333333,2.14285714285714,3,4,4,4,3.2,5,10,NA,0,0,3.4,0.1,58,0,1,0,1,56,1,0,TRUE,5,1,10.6666666666667,1033,10.6666666666667,4.33333333333333,2.33333333333333,3,2,0,1,1,10,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
6000,2500,0,54,0,1,2,4,0,0,0,0,5,5.3,3,1.85714285714286,4,4,4,4,3.8,4,0,NA,0,0,3.4,0.1,30,1,1,0,1,50,1,1,TRUE,50,6,9.66666666666667,1033,9.66666666666667,7.33333333333333,7.33333333333333,3,4,0,1,1,9,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6000
2000,1000,0,54,NA,1,3,8,0,0,0,0,1,2,2.83333333333333,1.42857142857143,3,2,2,2,2,3,50,NA,0,0,3.6,0,55,0,0,1,0,25,0,0,FALSE,12,NA,NA,1032,NA,NA,NA,1,2,0,1,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
10000,3000,500,54,0,1,2,3,0,0.333333333333333,1,0,2,4,2.83333333333333,1.85714285714286,3,4,4,4,3.6,4,0,NA,0,0,3.2,0.2,31,1,1,0,1,43,1,1,TRUE,43,6,9,1033,9,5.33333333333333,7.66666666666667,4,2,0,1,1,9,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
4000,1500,0,54,0,1,2,4,0,0.166666666666667,0,0,4,17,2.66666666666667,1.42857142857143,4,3,4,3,3.4,4,0,NA,0,0,3.6,0.1,33,1,1,0,1,27,1,1,TRUE,27,6,9.33333333333333,1033,9.33333333333333,7.33333333333333,5.66666666666667,3,2,0,1,1,9,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
5000,3000,0,56,100,1,2,5,0,0,4.5,0,3,11.3,3.16666666666667,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.3,30,1,1,0,1,55,1,1,TRUE,55,9,8.66666666666667,1032,8.66666666666667,4,5.66666666666667,3,4,0,2,1,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2000,100,94,NA,1,3,8,0,0,0,0,5,16,2,1.57142857142857,3,3,4,4,3,4,50,NA,0,0,3.6,0.1,45,0,0,0,1,50,1,0,FALSE,15,NA,NA,1033,NA,NA,NA,1,1,0,1,1,8,0,0,0,0,0,0,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
6000,4000,1000,54,NA,1,2,7,0,0.5,0.5,0,1,1,2.66666666666667,1.57142857142857,3,3,3,2,2.4,3,50,NA,0,0,3.4,0,58,0,0,1,0,38,0,0,FALSE,10,NA,NA,1032,NA,NA,NA,2,2,0,1,1,10,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
4000,3500,0,0,NA,0,0,0,0,0.833333333333333,0,0,1,1,2.66666666666667,2,3,3,3,3,2.6,4,30,NA,0,1,4.4,0.1,48,0,0,0,1,55,0,0,FALSE,20,NA,NA,1032,NA,NA,NA,2,2,0,2,1,9,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
8000,4000,0,84,100,1,3,5,0,0,0,0,3,9,2.83333333333333,1.85714285714286,4,4,3,4,3.6,4,0,NA,0,0,3.2,0.1,34,1,1,0,1,26,0,0,FALSE,26,10,7.33333333333333,1032,7.33333333333333,6.33333333333333,5.66666666666667,2,4,0,1,1,9,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8000
3000,2000,50,119,NA,1,3,7,0,0,0,0,1,2,2.66666666666667,1.85714285714286,2,1,2,3,2,3,100,NA,0,1,3.8,0.1,49,0,0,0,1,45,1,0,FALSE,15,NA,NA,1034,NA,NA,NA,2,2,0,2,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
9000,7000,500,81,NA,1,2,4,0,0.166666666666667,0,0,1,1,2.83333333333333,1.71428571428571,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,30,1,0,0,1,34,1,1,TRUE,10,NA,NA,1145,NA,NA,NA,3,4,0,1,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7000,5000,0,81,0,1,3,3,0,0.166666666666667,0,0,3,8,3.33333333333333,1.57142857142857,4,4,4,4,4,4,0,NA,0,0,3.2,0.1,29,1,1,0,1,40,1,1,TRUE,10,1,9.33333333333333,1145,9.33333333333333,4.33333333333333,4.33333333333333,3,4,0,2,2,9,0,1,0,0,0,0,NA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
3000,2500,0,0,NA,0,0,0,0,1.33333333333333,0,NA,1,1,2.5,2.14285714285714,4,4,5,5,4,4,100,NA,0,1,3.6,0,56,0,0,0,1,45,1,0,FALSE,4,NA,NA,1145,NA,NA,NA,2,2,0,1,1,9,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3500,2500,50,0,NA,0,0,0,0,1.16666666666667,0.5,0,1,1,2.5,1.85714285714286,4,4,4,4,3.6,4,50,NA,0,0,3,0,49,0,0,1,0,62,1,0,FALSE,13,NA,NA,1145,NA,NA,NA,2,2,0,1,1,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
5000,3000,0,81,NA,1,2,3,0,0.333333333333333,0,0,0,0,2.5,1.57142857142857,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,24,1,0,0,1,30,1,1,FALSE,10,NA,NA,1145,NA,NA,NA,3,2,0,1,0,9,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,0,0,NA,0,0,0,0,1.16666666666667,0,0,1,1,2.83333333333333,1.42857142857143,4,4,5,4,3.6,4,80,NA,0,0,3,0,53,0,0,1,0,35,1,0,FALSE,20,NA,NA,1145,NA,NA,NA,2,2,0,2,1,10,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,0,NA,0,0,0,0,0,0,0,1,1,2.16666666666667,1.42857142857143,2,1,2,2,1.6,3,0,NA,0,0,3.8,0,55,0,0,1,1,43,0,0,FALSE,4,NA,NA,1146,NA,NA,NA,1,2,0,1,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
4000,3000,0,50,NA,1,2,4,3,0.5,0,0,0,0,3,2.28571428571429,4,4,4,4,3.4,4,100,NA,0,1,3.4,0,50,0,0,0,1,60,1,1,FALSE,4,NA,NA,1036,NA,NA,NA,2,1,0,1,4,10,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3000,2500,200,25,NA,1,2,4,0,1,0,0,0,0,3.16666666666667,1.71428571428571,4,4,4,4,3.4,5,100,NA,0,0,3.2,0,55,0,0,0,1,60,1,1,FALSE,4,NA,NA,1036,NA,NA,NA,2,1,0,2,4,10,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2800,0,50,NA,1,2,5,0,0.666666666666667,0,0,0,0,2.5,1.85714285714286,4,3,2,4,2.8,4,100,NA,1,0,3.4,0,49,0,0,0,1,35,1,1,FALSE,7,NA,NA,1036,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4500,200,56,NA,1,2,3,10,0.333333333333333,2,0,0,0,3.83333333333333,2.28571428571429,4,4,4,4,4,4,100,NA,1,1,3.4,0.1,25,1,0,0,1,40,1,0,FALSE,15,NA,NA,1035,NA,NA,NA,6,2,0,2,1,12,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
3000,2500,0,56,NA,1,1,2,0,0,0,0,0,0,4,0,4,4,4,4,4,4,150,NA,0,0,3.4,0,26,1,0,1,0,55,1,0,FALSE,20,NA,NA,1036,NA,NA,NA,5,2,0,1,2,14,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,3000,0,75,NA,1,2,5,1,0.5,0,0,0,0,2.5,2.14285714285714,4,2,4,4,3,4,100,NA,1,0,3.4,0,52,0,0,0,1,50,1,1,FALSE,7,NA,NA,1035,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
8000,6500,1000,28,0,1,1,2,0,0.333333333333333,1.5,0,0,0,3.66666666666667,2.14285714285714,4,4,5,4,4.2,4,100,NA,1,0,3.2,0,23,1,1,1,0,35,1,0,FALSE,16,1,6.66666666666667,1036,6.66666666666667,7.66666666666667,7.66666666666667,5,2,0,1,2,12,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
3000,2500,0,100,NA,1,2,5,1,0.333333333333333,0,0,0,0,3,3.42857142857143,4,4,4,4,3.4,4,50,NA,0,1,3.4,0.1,50,0,0,0,1,25,1,1,FALSE,3,NA,NA,1035,NA,NA,NA,2,1,0,2,3,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4000,3200,0,50,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.5,2.42857142857143,4,2,4,4,3,4,0,NA,0,0,3.8,0,47,0,0,0,1,55,1,1,FALSE,9,NA,NA,1035,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
8000,7000,0,56,NA,1,1,3,0,0,0,0,1,0.1,4.5,2,4,4,4,4,4,3,100,NA,0,0,3.2,0.1,29,1,0,1,0,45,1,0,FALSE,15,NA,NA,1036,NA,NA,NA,6,2,1,2,2,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
5000,2000,100,54,NA,1,2,2,0,0.166666666666667,1,0,0,0,2.66666666666667,1.42857142857143,4,4,4,4,3.6,3,100,NA,0,0,3.2,0.2,31,1,0,0,1,60,0,1,TRUE,NA,NA,NA,1037,NA,NA,NA,3,2,0,1,1,9,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,2500,500,54,NA,1,1,3,0,0,0,0,0,0,3.16666666666667,2.14285714285714,4,4,4,4,3.6,3,0,NA,0,0,3.2,0,35,1,0,0,1,35,0,1,FALSE,NA,NA,NA,1037,NA,NA,NA,2,2,0,1,1,13,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
6000,4000,0,84,NA,1,2,4,0,0,0,0,1,1,2.5,1.71428571428571,3,3,3,3,2.8,3,100,NA,0,0,3.2,0.1,50,0,0,0,1,55,1,0,FALSE,NA,NA,NA,1037,NA,NA,NA,2,3,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
2500,2000,0,77,NA,1,2,5,0,1.66666666666667,0,0,1,3,2.83333333333333,2.14285714285714,4,4,4,4,3.4,2,100,NA,1,0,3.4,0,58,0,0,0,1,35,1,1,TRUE,NA,NA,NA,1037,NA,NA,NA,3,2,0,2,0,10,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
2500,2000,0,28,NA,1,2,5,0,1.5,0,0,0,0,2.5,4.57142857142857,4,4,4,4,3.4,2,100,NA,0,0,3.4,0,60,0,0,0,1,35,1,1,TRUE,NA,NA,NA,1037,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
6000,3500,0,216,0,1,1,2,0,0.333333333333333,1,0,2,8.1,3.33333333333333,2.28571428571429,4,4,4,4,4,4,150,NA,0,0,3.2,0.1,25,1,1,1,0,40,0,1,FALSE,NA,2,8.66666666666667,1037,8.66666666666667,8.33333333333333,9.33333333333333,2,1,1,1,1,14,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
2500,2000,0,54,NA,1,2,5,0,0,0,0,0,0,2.66666666666667,2,3,2,2,2,2,3,50,NA,0,0,3.8,0.1,52,0,0,0,1,36,1,0,FALSE,60,NA,NA,1144,NA,NA,NA,2,2,0,1,1,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,5000,0,81,0,1,3,4,0,0,0,0,3,0,2.83333333333333,1.57142857142857,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,22,1,1,1,0,30,1,0,FALSE,15,0.58,10.3333333333333,1144,10.3333333333333,4.33333333333333,4.33333333333333,4,3,0,1,0,9,0,0,0,0,0,0,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
3000,2000,100,104,NA,1,3,9,0,0,0,0,1,1,2.66666666666667,1.57142857142857,1,1,2,3,1.6,3,150,NA,0,1,4.4,0.3,59,0,0,0,1,35,1,0,TRUE,60,NA,NA,1144,NA,NA,NA,3,2,0,1,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,54,NA,1,2,8,0,0,0,0,1,1,2.66666666666667,1.57142857142857,2,2,1,3,1.8,3,150,NA,0,0,3.6,0.2,55,0,0,0,1,47,1,0,TRUE,60,NA,NA,1144,NA,NA,NA,3,2,0,1,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9000,6000,0,108,0,1,3,4,0,0,0,0,3,0,3.16666666666667,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,27,1,1,0,1,61,1,0,FALSE,30,0.58,10.3333333333333,1144,10.3333333333333,4.33333333333333,3,4,4,0,2,0,9,0,0,0,0,0,0,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,3000,500,81,NA,1,3,4,0,0.333333333333333,0.5,0,1,1,3.33333333333333,1.71428571428571,4,4,4,4,3.8,4,100,NA,0,0,3.2,0.1,33,1,0,0,1,40,1,1,FALSE,25,NA,NA,1144,NA,NA,NA,4,3,0,2,2,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,3500,0,54,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.5,0,3,2,2,3,2.2,4,100,NA,1,0,3.2,0,50,0,0,0,1,65,0,0,FALSE,5,NA,NA,1092,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
5000,3000,0,0,0,0,0,0,0,0,0,0,6,6,3.33333333333333,0,4,4,4,5,3.8,5,0,NA,0,1,4.2,0.2,25,1,1,0,1,32,0,0,TRUE,5,7,16.6666666666667,1150,16.6666666666667,1.33333333333333,0.666666666666667,5,2,0,1,2,10,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,5000
3000,2500,0,54,NA,1,2,4,0,0.5,0,0,0,0,2.5,0,3,4,4,3,3,4,0,NA,0,1,3.2,0,50,0,0,0,1,40,1,1,FALSE,6,NA,NA,1150,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,0,NA,0,0,0,0,0.166666666666667,0,0,0,0,2.33333333333333,1.85714285714286,4,4,4,4,3.4,4,100,NA,1,0,3.6,0,45,0,0,0,1,50,0,0,FALSE,6,NA,NA,1150,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,100,54,NA,1,2,4,0,0.333333333333333,0.5,0,0,0,2.33333333333333,2.14285714285714,4,4,4,4,3.4,4,100,NA,1,0,3.6,0,52,0,0,0,1,40,1,0,FALSE,6,NA,NA,1092,NA,NA,NA,2,1,0,2,0,9,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,3000,0,0,NA,0,0,0,0,0.166666666666667,0,0,0,0,2.5,1.85714285714286,4,4,4,4,3.4,4,100,NA,1,0,3.2,0,47,0,0,0,1,50,1,1,FALSE,6,NA,NA,1150,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
4500,3000,0,0,250,0,0,0,0,0,0,0,5,0.3,3.16666666666667,1.71428571428571,4,3,4,5,3.6,5,0,NA,0,0,3.2,0.1,34,1,1,0,1,65,1,0,TRUE,20,7,14.6666666666667,1150,14.6666666666667,2.66666666666667,1.33333333333333,4,2,0,1,2,10,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,100,0,0,0,0,0,0,0,0,0,1,1,2.66666666666667,1.57142857142857,3,4,4,4,3.4,4,0,NA,0,1,3.2,0.1,30,1,0,0,1,36,1,0,FALSE,30,1,16.6666666666667,1092,16.6666666666667,1.33333333333333,0.666666666666667,3,2,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,60,NA,1,2,4,0,0,0,0,1,1,3.33333333333333,1.71428571428571,2,3,3,2,2.4,3,50,NA,0,0,3,0,24,1,0,0,1,40,1,0,FALSE,20,NA,NA,1092,NA,NA,NA,4,2,0,1,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3500,100,54,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.33333333333333,2.14285714285714,2,3,3,2,2.2,4,100,NA,1,0,3.2,0,45,0,0,0,1,68,0,0,FALSE,6,NA,NA,1092,NA,NA,NA,2,2,0,1,0,9,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
6000,4000,100,0,250,0,0,0,0,0.333333333333333,0,0,5,23,2.5,1.85714285714286,4,4,4,5,4.4,5,0,NA,1,1,4,0.2,22,1,1,0,1,40,1,0,TRUE,10,10,16.6666666666667,1092,16.6666666666667,2.66666666666667,1.33333333333333,2,2,0,1,1,9,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,81,NA,1,3,5,0,0,0,0,0,0,2.83333333333333,2.14285714285714,3,2,3,2,2.4,3,70,NA,0,0,3.6,0.1,25,1,0,0,1,25,0,0,FALSE,30,NA,NA,1150,NA,NA,NA,3,2,0,1,1,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,0,NA,0,0,0,0,0.833333333333333,0,0,2,2,3.33333333333333,2,4,4,4,3,3.2,4,0,NA,0,0,2.8,0,49,0,0,1,0,37,1,0,FALSE,3,NA,NA,1148,NA,NA,NA,5,2,0,1,2,10,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
