"total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","distance","instrument","treat","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other","respond","total_expenditure_obs"
4500,2000,0,84,NA,1,3,4,0,0,0,0,0,0,2.5,0,4,4,4,4,4,3,0,NA,0,0,3.2,0,30,1,0,0,1,70,1,0,TRUE,13,NA,NA,1075,NA,NA,NA,3,2,0,1,0,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,2000,150,102,NA,1,2,7,0,0,0,0,1,2,2.33333333333333,1.71428571428571,3,2,2,3,2.2,4,50,NA,0,0,3.4,0,55,0,0,0,1,45,1,0,FALSE,10,NA,NA,1075,NA,NA,NA,1,2,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
5000,3000,0,84,150,1,3,4,0,NA,0,0,2,6,3,1.85714285714286,4,5,4,4,4,4,0,NA,0,0,3.2,0.1,30,1,1,0,1,45,1,0,FALSE,15,10,9.66666666666667,1078,9.66666666666667,5.66666666666667,6.66666666666667,4,3,0,1,1,9,0,2,0,0,0,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
2500,2000,50,77,NA,1,2,7,0,0,0,0,1,0,2.5,1.71428571428571,2,3,2,2,2,4,50,NA,0,0,3.8,0.1,55,0,0,0,1,30,1,1,TRUE,10,NA,NA,1077,NA,NA,NA,1,2,0,1,1,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2500
8000,4000,500,54,0,1,2,4,0,0.166666666666667,0,0,3,9,3,1.57142857142857,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,30,1,1,0,1,35,1,1,TRUE,10,0.5,10,1077,10,5.66666666666667,4.33333333333333,4,3,0,1,1,9,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8000
4000,3500,0,0,0,0,0,0,0,0,0,0,3,10,2.5,1.57142857142857,3,4,4,4,3.2,5,50,NA,0,0,3.8,0,55,0,0,1,0,40,1,0,FALSE,3,1,11,1078,11,4.33333333333333,2.66666666666667,2,2,1,1,1,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
8000,4000,200,108,NA,1,3,4,0,0,0,0,4,4.3,3,1.57142857142857,4,4,4,3,3.6,3,50,NA,0,0,3.2,0,30,1,0,0,1,32,1,1,FALSE,7,NA,NA,1077,NA,NA,NA,3,4,0,2,0,9,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8000
3000,2000,0,54,NA,1,1,7,0,0,0,0,3,0,2,1.42857142857143,3,3,2,3,2.4,3,50,NA,0,0,4.6,0,59,0,0,0,1,35,1,0,TRUE,13,NA,NA,1078,NA,NA,NA,1,2,0,1,0,8,0,0,0,0,0,0,NA,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3000
5000,3000,0,81,150,1,2,4,0,0,0,0,1,1,2.66666666666667,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,30,1,1,0,1,45,1,0,FALSE,12,10,10,1078,10,7.33333333333333,6.33333333333333,3,3,0,1,0,9,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3500,2000,300,144,NA,1,2,3,0,0,0,0,3,13,2.16666666666667,1.57142857142857,2,1,2,3,1.8,4,50,NA,0,1,4.4,0.2,56,0,0,0,1,37,1,1,FALSE,11,NA,NA,1077,NA,NA,NA,1,2,0,1,1,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2000,150,0,NA,0,0,0,0,0.5,0.5,0,5,3,2.16666666666667,1.42857142857143,4,4,4,4,3.6,5,50,NA,0,1,3.4,0.1,48,0,0,0,1,36,1,1,FALSE,2,NA,NA,1077,NA,NA,NA,2,2,0,0,1,8,0,3,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,NA
5000,3000,0,54,0,1,2,3,0,0,0,0,2,2,2.66666666666667,1.28571428571429,4,4,4,4,4,3,0,NA,0,0,2.8,0,30,1,0,1,0,26,1,0,FALSE,10,0.41,8.33333333333333,1078,8.33333333333333,4.66666666666667,5.33333333333333,3,2,0,1,1,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
10000,8000,500,0,NA,0,0,0,0,0.5,1,0,0,0,4.83333333333333,3.14285714285714,4,2,4,4,3.2,3,200,NA,0,1,4.2,0,55,0,0,1,0,35,0,1,FALSE,18,NA,NA,1079,NA,NA,NA,4,4,0,1,5,15,1,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
10000,7000,0,0,NA,0,0,0,0,0.166666666666667,0,0,2,8,4,2.57142857142857,4,4,4,4,3.6,3,200,NA,0,1,3.2,0.2,48,0,0,0,1,44,1,0,TRUE,NA,NA,NA,1079,NA,NA,NA,4,2,0,1,4,13,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
20000,12000,600,0,0,0,0,0,0,0.5,1,0,6,18,3.66666666666667,3,4,4,4,4,3.6,4,200,NA,0,1,3.8,0.3,25,1,1,0,1,22,0,0,TRUE,NA,16,10,1079,10,5,3.33333333333333,2,2,0,2,2,14,0,1,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20000
7000,5000,1000,50,NA,1,2,3,0,0.5,1,0,1,1,4,2.57142857142857,4,2,4,4,3.2,3,100,NA,0,0,3.4,0,49,0,0,1,0,28,1,0,FALSE,NA,NA,NA,1079,NA,NA,NA,4,2,0,2,6,10,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4500,0,9,NA,1,2,3,0,0.166666666666667,0,0,0,0,2.66666666666667,1.71428571428571,4,4,4,4,3.8,3,0,NA,0,0,3.2,0,30,1,0,1,0,50,1,1,FALSE,10,NA,NA,1082,NA,NA,NA,3,3,0,1,0,9,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4500,1000,30,NA,1,1,6,0,0.333333333333333,0.5,0,1,1,2.5,1.57142857142857,1,1,1,1,1,3,70,NA,0,0,4,0,53,0,0,1,0,30,1,1,FALSE,15,NA,NA,1082,NA,NA,NA,1,2,0,1,1,10,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
6000,2500,1000,90,NA,1,2,3,0,0.166666666666667,0.5,0.5,1,0.3,2.83333333333333,1.71428571428571,4,4,4,4,3.8,3,0,NA,0,0,3.2,0,27,1,0,1,0,35,1,1,FALSE,25,NA,NA,1082,NA,NA,NA,3,3,0,1,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,2500,500,60,0,1,2,3,0,0,0,0,4,2,3.16666666666667,1.71428571428571,2,3,3,2,2.2,5,400,NA,0,0,4,0,23,1,1,1,0,45,1,0,FALSE,1,0.33,11.6666666666667,1082,11.6666666666667,2.66666666666667,6.33333333333333,1,2,0,1,0,15,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,5000
3000,1500,80,56,150,1,2,4,0,0,0,0,2,17,2.5,1.28571428571429,4,4,4,4,3.6,4,150,NA,0,0,3.2,0.2,34,1,1,0,1,60,0,0,FALSE,25,8,7,1083,7,5.66666666666667,6.33333333333333,2,3,0,1,0,9,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3000
2000,1500,0,0,NA,0,0,0,0,0.666666666666667,0,0,1,0.3,3.16666666666667,0,4,5,5,4,4,4,25,NA,0,0,3.6,0,57,0,0,1,0,60,0,0,FALSE,5,NA,NA,1083,NA,NA,NA,2,2,0,2,3,10,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,1500,0,56,NA,1,2,4,0,0,0,0,1,2,2.66666666666667,1.28571428571429,4,4,4,4,3.6,3,60,NA,0,0,4,0.1,30,1,0,0,1,42,0,0,FALSE,15,NA,NA,1083,NA,NA,NA,3,3,0,1,1,8,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
9000,4000,4000,100,NA,1,3,7,0,0,0,0,1,2,2.66666666666667,3,2,1,2,2,1.8,3,200,NA,0,1,4.2,0.4,59,0,0,0,1,54,1,1,TRUE,NA,NA,NA,1088,NA,NA,NA,2,2,0,1,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000
5000,2500,1000,50,NA,1,2,5,0,0,0,0,1,0.3,3.5,2.71428571428571,4,2,3,2,2.6,3,50,NA,0,0,3.8,0,55,0,0,1,0,40,1,1,FALSE,NA,NA,NA,1088,NA,NA,NA,3,2,0,1,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
4000,2500,500,50,250,1,2,2,0,0,0,0,3,17,3.16666666666667,2,4,2,4,4,3.2,4,75,NA,0,1,3.4,0.2,20,1,1,0,1,40,1,1,TRUE,NA,8,15,1088,15,3.33333333333333,3,3,2,0,2,2,10,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
4000,3000,200,75,300,1,2,3,0,0,0,0,5,12,2.83333333333333,2.71428571428571,5,4,4,5,4,5,100,NA,0,0,4,0,25,1,1,1,0,25,1,0,TRUE,NA,9,11,1084,11,7,2.66666666666667,2,2,0,2,2,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4000
5000,2500,400,60,0,1,1,10,0,0.333333333333333,1,0,6,19,4.16666666666667,2.28571428571429,4,4,4,4,3.6,4,100,NA,0,1,3.8,0.2,34,1,1,0,1,30,1,0,TRUE,NA,10,10.6666666666667,1084,10.6666666666667,8,6.66666666666667,4,2,0,2,4,13,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
2000,1500,0,54,NA,1,1,5,0,0,0,0,0,0,2.5,0,3,3,2,3,2.4,3,30,NA,0,0,3.2,0,56,0,0,0,1,70,1,0,FALSE,15,NA,NA,1130,NA,NA,NA,1,1,0,2,1,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4000,0,0,0,0,0,0,0,0.333333333333333,0,0,3,8.3,2.83333333333333,1.57142857142857,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,26,1,1,1,1,42,0,0,FALSE,15,1,10,1130,10,3.33333333333333,4.66666666666667,4,3,0,1,0,9,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,4000,350,0,NA,0,0,0,0,1.16666666666667,1.5,0,1,1,2.5,1.71428571428571,4,4,4,4,3.4,4,50,NA,0,0,4.2,0,58,0,0,1,0,42,1,0,FALSE,5,NA,NA,1130,NA,NA,NA,1,2,0,1,2,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
6000,5000,0,0,100,0,0,0,0,0.333333333333333,0,0,2,8,2.83333333333333,1.28571428571429,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,29,1,1,0,1,40,0,0,FALSE,15,15,10.3333333333333,1130,10.3333333333333,3.33333333333333,4.66666666666667,3,4,0,1,0,9,0,2,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
6000,4000,200,0,200,0,0,0,0,0.166666666666667,0,0.5,2,8,2.83333333333333,1.42857142857143,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,21,1,1,0,1,55,0,0,FALSE,15,16,10.3333333333333,1130,10.3333333333333,4.33333333333333,5,4,3,0,1,0,9,0,1,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
2000,1500,0,0,NA,0,0,0,0,1,0,0,0,0,2.66666666666667,1.71428571428571,4,4,4,4,3.6,4,0,NA,0,0,3.8,0.1,49,0,0,0,1,78,1,0,FALSE,20,NA,NA,1130,NA,NA,NA,2,2,0,1,1,10,0,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
5000,3000,0,56,0,1,2,4,0,0,0,0,1,5,2.5,1.42857142857143,4,4,4,4,3.6,4,0,NA,0,0,3.2,0,30,1,0,1,0,28,0,0,FALSE,NA,8,9.66666666666667,1085,9.66666666666667,8.66666666666667,8.66666666666667,3,2,0,1,0,9,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
4000,3000,50,84,NA,1,2,3,0,0,0,0,1,1,3.16666666666667,2.14285714285714,3,2,2,2,2.2,3,50,NA,0,0,4.2,0,55,0,0,0,1,58,1,0,FALSE,NA,NA,NA,1085,NA,NA,NA,4,2,0,1,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7000,4000,0,56,75,1,2,3,0,0,0,0,3,19,2.83333333333333,1.57142857142857,4,4,4,4,4,4,50,NA,0,0,3.2,0,30,1,1,0,1,25,0,0,FALSE,NA,7,9.66666666666667,1085,9.66666666666667,9,8.33333333333333,3,3,0,2,1,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
6000,1500,100,50,120,1,2,3,0,0.333333333333333,0.5,0,4,12,3,0.285714285714286,4,4,4,4,3.6,4,0,NA,0,0,3.2,0.1,33,1,1,0,1,60,1,0,TRUE,NA,3,9.33333333333333,1087,9.33333333333333,6,6,3,4,0,1,1,9,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,2000,0,75,120,1,2,3,0,0.5,0,0,5,8,2.83333333333333,1.42857142857143,4,4,4,4,3.6,4,0,NA,0,0,3.2,0.5,30,1,1,0,1,26,1,0,TRUE,NA,6,7.66666666666667,1087,7.66666666666667,5.33333333333333,5.33333333333333,3,2,0,2,1,9,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
4000,3000,200,62.5,NA,1,2,2,0,0.333333333333333,0.5,0,1,1,2.83333333333333,1.85714285714286,4,3,3,4,3.2,4,50,NA,0,1,4,0,23,1,0,0,1,48,1,1,FALSE,NA,NA,NA,1087,NA,NA,NA,3,2,0,1,1,10,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
2500,2000,0,0,NA,0,0,0,0,1.16666666666667,0,0,0,0,2.83333333333333,1.71428571428571,4,4,4,4,3.4,5,100,NA,0,0,3.8,0,60,0,0,0,1,30,1,0,TRUE,40,NA,NA,1086,NA,NA,NA,2,1,0,1,3,10,0,0,0,0,0,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
2000,2000,0,0,NA,0,0,0,0,1.16666666666667,0,0,0,0,2.5,0,4,4,4,4,3.4,5,200,NA,0,0,3,0,58,0,0,0,1,30,1,1,TRUE,40,NA,NA,1086,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
6000,4500,500,0,0,0,0,0,0,0.5,1,0,4,12,4,2.14285714285714,4,4,4,4,3.6,3,100,NA,0,1,4,0.3,30,1,1,0,1,40,1,0,FALSE,15,5,12.3333333333333,1086,12.3333333333333,4.66666666666667,2.66666666666667,6,2,0,2,4,10,0,1,0,1,0,1,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
8000,6000,0,0,NA,0,0,0,0,0,0.5,0,1,0.5,3.16666666666667,1.85714285714286,4,4,4,4,3.6,3,100,NA,0,1,3.8,0.2,28,1,0,0,1,45,1,0,FALSE,10,NA,NA,1086,NA,NA,NA,2,2,1,1,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,0,NA,0,0,0,0,0,0,0,1,2,5,2.85714285714286,4,4,4,4,3.6,3,50,NA,0,0,3.4,0.1,55,0,0,1,0,25,1,0,FALSE,15,NA,NA,1141,NA,NA,NA,5,1,0,1,3,20,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
12000,6000,6000,260,0,1,5,3,0,0,0,0,6,20,3.5,2.42857142857143,4,4,4,4,3.6,4,100,NA,0,1,4,0.2,30,1,1,0,1,55,1,0,FALSE,30,6,13.6666666666667,1141,13.6666666666667,7,7.33333333333333,3,3,0,3,2,10,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000
5000,3000,0,0,NA,0,0,0,0,0.333333333333333,0,0,2,2.15,3.33333333333333,3.14285714285714,4,4,4,5,3.8,4,100,NA,0,1,3.6,0.2,47,0,0,0,1,35,1,0,FALSE,15,NA,NA,1141,NA,NA,NA,6,0,0,0,4,10,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
2000,1500,0,0,NA,0,0,0,0,NA,0,0,0,0,3.16666666666667,0,4,4,4,3,3.4,2,300,NA,1,0,4.2,0.1,60,0,0,0,1,60,1,0,TRUE,NA,NA,NA,1151,NA,NA,NA,2,2,0,2,3,10,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
15000,9000,0,100,250,1,3,4,0,0.333333333333333,0,0,1,1,3,2,4,4,4,4,4,4,0,NA,0,0,3.2,0.1,26,1,1,0,1,45,0,0,FALSE,30,9,8.66666666666667,1089,8.66666666666667,5.33333333333333,7.33333333333333,3,4,0,1,1,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4500,3500,50,56,NA,1,1,2,0,0.833333333333333,0.5,0,1,1,2.83333333333333,2,4,2,4,4,3.2,4,100,NA,0,0,3.6,0,48,0,0,1,0,29,0,0,FALSE,4,NA,NA,1089,NA,NA,NA,2,2,0,2,2,9,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,20,0,NA,0,0,0,0,0.666666666666667,0,0,0,0,2.66666666666667,1.71428571428571,3,2,4,4,2.8,4,30,NA,0,0,2.6,0.2,52,0,0,0,0,65,0,0,FALSE,15,NA,NA,1089,NA,NA,NA,1,2,0,2,2,9,0,4,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
6000,3000,0,56,250,1,3,3,0,0.333333333333333,0,0,4,1,2.66666666666667,0,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,22,1,1,1,0,29,0,0,TRUE,30,9,7.66666666666667,1089,7.66666666666667,4.66666666666667,7.66666666666667,3,3,0,1,0,9,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,4000,0,50,NA,1,2,7,0,0,0,0,1,1,2.5,0,2,2,2,2,1.8,4,0,NA,0,0,3.2,0,52,0,0,0,1,62,0,0,FALSE,8,NA,NA,1089,NA,NA,NA,2,2,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
10000,1500,5000,0,NA,0,0,0,0,NA,4.5,4.5,1,3,3.16666666666667,0,4,4,4,4,3.4,2,250,NA,1,0,4,0.3,60,0,0,0,1,50,1,0,TRUE,NA,NA,NA,1151,NA,NA,NA,1,2,0,2,4,10,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,0,0,NA,0,0,0,0,NA,4.5,0,2,6,3.16666666666667,2.85714285714286,4,4,4,4,3.4,2,250,NA,1,0,4,0.1,60,0,0,0,1,47,1,0,TRUE,NA,NA,NA,1151,NA,NA,NA,2,2,0,1,2,12,0,1,0,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
10000,5000,0,54,0,1,2,3,0,0,0,0,1,2,3.83333333333333,2,2,4,4,4,3.6,4,200,NA,1,1,3,0.2,24,1,1,0,1,45,1,0,FALSE,NA,2,8,1151,8,7,7.66666666666667,1,4,0,2,2,14,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
7000,3000,500,54,NA,1,3,4,0,0.166666666666667,1,0,0,0,3.21666666666667,2.14285714285714,4,4,4,4,3.4,3,250,NA,1,1,3.2,0.2,25,1,0,0,1,48,1,0,TRUE,NA,NA,NA,1151,NA,NA,NA,1,3,0,1.3,1,13,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
4000,3000,0,90,NA,1,3,4,0,0,0,0,1,0,4,3,4,4,4,4,3.6,3,0,NA,0,0,3.6,0.2,56,0,0,0,1,40,1,0,FALSE,20,NA,NA,1126,NA,NA,NA,6,2,0,2,4,10,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
5000,3000,500,0,400,0,0,0,0,0,0,0,8,32.1,3.66666666666667,2.28571428571429,1,4,2,4,2.6,4,400,NA,0,0,4.2,0.4,27,1,1,0,1,55,1,0,TRUE,10,15,9.33333333333333,1126,9.33333333333333,11.6666666666667,15,5,2,0,2,3,10,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5000
6000,4000,0,0,NA,0,0,0,0,0.5,0,0,3,17,5.33333333333333,2.57142857142857,4,2,1,1,2,3,50,NA,0,0,3.8,0,34,1,0,1,0,35,1,0,FALSE,3,NA,NA,1126,NA,NA,NA,8,2,0,2,5,15,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
4000,2500,0,0,NA,0,0,0,0,0.333333333333333,0,0,2,8,5.5,2.85714285714286,4,2,2,2,2.4,3,0,NA,0,0,3.4,0,45,0,0,1,0,25,1,0,FALSE,0,NA,NA,1126,NA,NA,NA,4,2,0,2,3,22,0,2,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
4000,2500,400,0,NA,0,0,0,0,1,1,0,3,7,2.5,2.28571428571429,4,3,5,4,3.4,5,50,NA,0,0,4,0.1,57,0,0,1,0,57,1,0,FALSE,20,NA,NA,1091,NA,NA,NA,1,2,0,2,1,9,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9000,6000,500,108,0,1,4,4,0,0.333333333333333,0.5,0,1,1,3,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,1,3.2,0,24,1,1,0,1,27,1,0,FALSE,50,6,10.3333333333333,1091,10.3333333333333,4.66666666666667,4.33333333333333,3,4,0,2,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000
5000,3500,500,56,NA,1,2,3,0,0,1,0,0,0,3.16666666666667,2.42857142857143,4,4,4,4,3.6,3,100,NA,0,0,3.6,0.3,33,1,0,0,1,35,1,1,TRUE,NA,NA,NA,1090,NA,NA,NA,2,2,0,2,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,77,NA,1,2,4,0,2,0,0,0,0,3,3.42857142857143,4,2,2,2,2.2,2,100,NA,1,0,3.2,0,57,0,0,0,1,40,1,1,TRUE,NA,NA,NA,1090,NA,NA,NA,2,2,0,1,3,10,0,0,0,0,0,12,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
2500,2000,0,54,NA,1,2,4,0,1,0,0,0,0,2.66666666666667,2.42857142857143,4,2,4,4,3,2,150,NA,0,1,3.2,0,60,0,0,0,1,40,1,1,TRUE,NA,NA,NA,1090,NA,NA,NA,2,2,0,1,2,9,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,2500,0,161,NA,1,1,2,0,0,0,0,1,0.15,3.16666666666667,2.57142857142857,4,4,4,4,4,3,150,NA,0,1,3.2,0.4,24,1,0,0,1,18,1,1,TRUE,NA,NA,NA,1090,NA,NA,NA,2,2,1,1,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
8000,5000,1000,0,0,0,0,0,0,0,2,0,3,2.1,4.16666666666667,2.57142857142857,4,4,4,4,4,4,150,NA,0,1,3.6,0.2,22,1,1,0,1,45,0,1,FALSE,30,0.67,6,1143,6,20,11,6,2,1,1,3,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
3000,2500,0,48,NA,1,2,4,0,1,0,0,0,0,2.5,1.71428571428571,4,4,4,4,3.4,5,50,NA,1,0,3.6,0,51,0,0,0,1,32,0,0,FALSE,30,NA,NA,1143,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4500,0,0,NA,0,0,0,0,0.333333333333333,1.5,0,3,10.1,3.33333333333333,2.14285714285714,4,4,4,4,4,3,100,NA,0,0,3.6,0,30,1,0,1,0,45,0,1,FALSE,25,NA,NA,1143,NA,NA,NA,4,1,1,1,1,12,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
3000,3000,0,24,NA,1,2,3,0,1.16666666666667,0,0,0,0,2.33333333333333,2.28571428571429,4,4,4,4,3.4,5,100,NA,0,1,3.6,0.1,60,0,0,0,1,35,0,0,FALSE,30,NA,NA,1143,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,200,48,NA,1,2,4,0,0.833333333333333,0,0,0,0,2.83333333333333,2,4,4,4,4,3.4,5,50,NA,1,0,3.6,0,60,0,0,0,1,45,0,0,FALSE,30,NA,NA,1143,NA,NA,NA,2,2,0,0,3,10,0,0,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2500,1500,0,56,NA,1,3,6,0,0.5,0,0,1,1,3.5,2,3,2,4,2,2.6,4,50,NA,0,1,3.8,0.2,32,1,0,0,1,40,1,0,TRUE,25,NA,NA,1094,NA,NA,NA,6,2,0,1,2,10,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
5000,2000,100,0,0,0,0,0,0,0.333333333333333,0,0,2,1,3.33333333333333,1.85714285714286,3,4,4,5,3.4,5,0,NA,0,0,3.2,0,27,1,1,1,1,19,1,0,TRUE,1,1,13,1094,13,3.33333333333333,1.33333333333333,5,2,0,1,2,10,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5000
